gebouw_leeftijd_nmr;contractduur_dagen_atl;contractduur_jaren_atl;postcode3_cde;reden_vertrek_nam;CBSwijk_cde;CBSbuurt_cde;operationele_bestemming_cde;type_eigenaar_cde;huurklasse_cde;asbestrisico_cde;klant_contracten_vanaf_2010_atl;gebouw_mutaties_vanaf_2010_atl;overig_onderhoud_huidige_contract_periode_bdg;renobeter_huidige_contract_periode_bdg;preDV_cde;voorgaande_mutatiekosten_bdg;renobeter_klasse;voorgaande_mutatiekosten_klasse;contractduur_jaren_klasse;gebouw_leeftijd_klasse;DV_cde
67;49;0;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;12;13;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;631;2;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;3;7;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;638;2;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;3;11;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;ja
67;532;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;7;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;1727;5;106;Verhuizing;0;0;Tijdelijke;Eigenaar;400-600;ja;4;5;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;6677;18;106;Opzegging i.v.m. overlijden;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;4;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;nee
67;206;1;106;Sloop;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;4;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;475;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;6;7;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;243;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;4;12;677.10;0.00;CAT 4;2164.40;500-1500;1000-2500;0-3;e. 51-75;nee
67;69;0;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;12;100.12;0.00;CAT 4;0.00;0-500;0;0-3;e. 51-75;nee
67;213;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;6;12;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;3066;8;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;4;74.25;0.00;nvt;0.00;0-500;0;4-10;e. 51-75;nee
67;206;1;106;Sloop;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;4;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;6902;19;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;2;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;nee
67;629;2;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;3;5;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;923;2;106;Verhuizing;0;0;Tijdelijke;Eigenaar;400-600;nee;1;10;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;ja
67;68;0;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;nee;675454;10;4541.96;0.00;nvt;0.00;3000+;0;0-3;e. 51-75;ja
67;196;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;nee;6;10;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;ja
67;3717;10;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;3;120.00;0.00;nvt;0.00;0-500;0;4-10;e. 51-75;nee
67;90;0;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;3;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;3438;9;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;3;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;114;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;3;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;3123;9;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;4;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;181;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;4;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;6428;17;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;2;0.00;0.00;CAT 4;0.00;0;0;11-20;e. 51-75;nee
67;1883;5;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;nee;2;9;175.56;0.00;nvt;0.00;0-500;0;4-10;e. 51-75;ja
67;154;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;nee;6;9;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;ja
67;120;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;675454;9;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;ja
67;6816;19;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;3;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;nee
67;91;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;3;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;1718;5;106;Renovatie;0;0;Tijdelijke;Eigenaar;400-600;nee;6;5;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
67;3525;10;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;8;321.36;0.00;CAT 3;0.00;0-500;0;4-10;e. 51-75;nee
67;61;0;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;8;2575.76;0.00;CAT 4;0.00;1500-3000;0;0-3;e. 51-75;nee
67;199;0;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;8;8;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;4649;13;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;3;343.52;0.00;CAT 4;0.00;0-500;0;11-20;e. 51-75;nee
67;142;0;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;3;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;248;0;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;5;2160.61;0.00;nvt;617.10;1500-3000;500-1000;0-3;e. 51-75;nee
67;186;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;12;5;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;569;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;ja
67;8205;22;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;4;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
67;116;0;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;12;4;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;3057;9;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;4;0.00;0.00;CAT 2;0.00;0;0;4-10;e. 51-75;nee
67;182;0;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;4;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;5046;14;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;3;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
67;258;0;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;3;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;2390;6;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;4;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;2006;5;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;nee;6;5;0.00;0.00;CAT 2;0.00;0;0;4-10;e. 51-75;ja
67;9435;26;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;4;3;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
67;121;0;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;3;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;4122;11;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;2;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;nee
67;3230;9;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;4;2;0.00;0.00;CAT 3;0.00;0;0;4-10;e. 51-75;nee
67;3751;11;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;4;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
67;213;0;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;6;4;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;1855;5;106;Verhuizing;0;0;Tijdelijke;Eigenaar;400-600;nee;2;5;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
67;3163;9;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;12;2;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;3299;9;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;4;505.32;0.00;nvt;0.00;500-1500;0;4-10;e. 51-75;nee
67;136;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;4;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;3332;9;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;3;144.79;0.00;CAT 2;0.00;0-500;0;4-10;e. 51-75;nee
67;139;1;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;3;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;3146;9;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;2;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;5236;14;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;6;2;0.00;0.00;CAT 4;0.00;0;0;11-20;e. 51-75;nee
67;1786;5;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
67;2017;5;106;Sloop;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;6;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;223;1;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;6;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;6583;18;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;6;2;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;nee
67;209;1;106;Renovatie;0;0;Koop: verh;Eigenaar;tot 400;ja;675454;4;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;378;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;nee;4;9;576.39;0.00;CAT 4;0.00;500-1500;0;0-3;e. 51-75;ja
67;90;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;675454;9;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;ja
67;238;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;400-600;ja;3;8;0.00;0.00;CAT 4;696.19;0;500-1000;0-3;e. 51-75;nee
67;157;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;4;8;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;3021;8;106;Renovatie;0;0;Koop;Eigenaar;tot 400;ja;6;2;0.00;0.00;CAT 2;0.00;0;0;4-10;e. 51-75;nee
67;1815;5;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;3;8;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;87;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;8;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;195;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;8;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;2102;6;106;Renovatie;0;0;Koop;Eigenaar;tot 400;ja;2;5;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;142;0;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;nee;6;10;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;ja
67;637;2;106;Renovatie;0;0;Koop;Eigenaar;tot 400;ja;6;6;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;4102;11;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;2;0.00;0.00;CAT 3;0.00;0;0;11-20;e. 51-75;nee
67;228;1;106;Verhuizing;0;0;Koop;Eigenaar;tot 400;ja;2;11;225.81;0.00;CAT 4;1719.70;0-500;1000-2500;0-3;e. 51-75;nee
67;77;0;106;Renovatie;0;0;Koop;Eigenaar;tot 400;ja;675454;11;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;211;1;106;Renovatie;0;0;Koop;Eigenaar;tot 400;ja;675454;11;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;149;0;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;6;10;253.70;0.00;CAT 4;679.16;0-500;500-1000;0-3;e. 51-75;nee
67;84;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;10;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;203;1;106;Sloop;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;10;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;8265;23;106;Verhuizing;0;0;Koop: verh;Eigenaar;tot 400;ja;1;2;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
67;9561;26;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;2;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
67;4648;13;106;Renovatie;0;0;Koop: verh;Eigenaar;tot 400;ja;2;4;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;nee
67;170;0;106;Onbekend;0;0;Koop: verh;Eigenaar;tot 400;ja;675454;4;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;2792;8;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;3;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;70;0;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;3;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;914;3;106;Verhuizing;0;0;Koop: verh;Eigenaar;tot 400;ja;1;9;0.00;0.00;CAT 3;0.00;0;0;0-3;e. 51-75;nee
67;104;0;106;Onbekend;0;0;Koop: verh;Eigenaar;tot 400;ja;675454;9;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;2500;7;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;284.35;0;0-500;4-10;e. 51-75;ja
67;433;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;4;4;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;ja
67;473;1;106;Verhuizing;0;0;Koop: verh;Eigenaar;400-600;ja;1;8;38.50;0.00;nvt;350.54;0-500;0-500;0-3;e. 51-75;nee
67;352;1;106;Onbekend;0;0;Koop: verh;Eigenaar;tot 400;ja;675454;8;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;7505;21;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;4;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
67;407;1;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;4;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;2145;6;106;Verhuizing;0;0;Koop: verh;Eigenaar;tot 400;ja;2;6;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;444;1;106;Verhuizing;0;0;Koop: verh;Eigenaar;tot 400;ja;4;6;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;1078;3;106;Verhuizing;0;0;Tijdelijke;Eigenaar;400-600;nee;1;6;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;ja
67;5712;16;106;Ontruiming huurachterstand;0;0;Koop: verh;Eigenaar;tot 400;ja;1;2;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
67;5728;16;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;2;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
67;643;2;106;Renovatie;0;0;Koop: verh;Eigenaar;tot 400;ja;2;5;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;5598;15;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;4;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
67;199;0;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;4;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;7480;20;106;Verhuizing;0;0;Koop: verh;Eigenaar;tot 400;ja;2;2;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;nee
67;8014;22;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;12;2;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
67;4548;13;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;2;0.00;0.00;CAT 4;0.00;0;0;11-20;e. 51-75;nee
67;693;2;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;nee;2;8;33.00;0.00;nvt;0.00;0-500;0;0-3;e. 51-75;ja
67;94;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;68026;8;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;ja
67;326;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;7;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;231;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;4;4;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;8817;24;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;2;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
67;7151;20;106;Opzegging i.v.m. overlijden;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;2;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;nee
67;521;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;4;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;152;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;68026;6;0.00;0.00;CAT 2;0.00;0;0;0-3;e. 51-75;ja
67;160;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;nee;3;14;0.00;0.00;CAT 4;365.53;0;0-500;0-3;e. 51-75;ja
67;182;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;68026;14;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;ja
67;5425;15;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;4;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
67;91;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;4;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;4237;12;106;Sloop;0;0;Tijdelijke;Eigenaar;tot 400;ja;3;2;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
67;242;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;8;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;308;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;68026;9;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;ja
67;148;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;8;0.00;0.00;nvt;254.82;0;0-500;0-3;e. 51-75;nee
67;182;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;8;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;333;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;9;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;253;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;9;0.00;0.00;CAT 4;2233.52;0;1000-2500;0-3;e. 51-75;nee
67;91;0;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;9;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;101;0;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;6;13;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;97;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;13;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;308;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;4;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;217;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;25112;10;0.00;0.00;CAT 4;670.85;0;500-1000;0-3;e. 51-75;nee
67;98;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;10;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;162;0;106;Onbekend;0;0;Tijdelijke;Eigenaar;tot 400;nee;1;11;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;ja
67;5353;15;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;4;1561.48;0.00;CAT 2;0.00;1500-3000;0;11-20;e. 51-75;nee
67;172;0;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;4;0.00;0.00;CAT 2;0.00;0;0;0-3;e. 51-75;nee
67;4699;13;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;4;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 51-75;nee
67;127;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;4;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;5064;14;106;Sloop;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;2;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
67;1672;5;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;7;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;183;0;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;7;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;597;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;4;0.00;0.00;CAT 2;0.00;0;0;0-3;e. 51-75;nee
67;373;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;2;7;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;ja
67;933;2;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;6;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;321;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;6;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;597;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;68026;7;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;ja
67;591;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;6;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;307;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;7;0.00;0.00;CAT 2;0.00;0;0;0-3;e. 51-75;nee
67;240;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;6;248.90;0.00;CAT 4;114.59;0-500;0-500;0-3;e. 51-75;nee
67;172;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;6;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;748;2;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;6;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;259;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;3;10;0.00;0.00;nvt;635.59;0;500-1000;0-3;e. 51-75;nee
67;83;0;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;675454;10;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;384;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;3;7;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;374;1;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;1;5;0.00;0.00;CAT 3;0.00;0;0;0-3;e. 51-75;nee
67;10165;28;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;4;2;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
67;4599;13;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;6;2;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
67;3402;10;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;4;2;0.00;0.00;CAT 3;0.00;0;0;4-10;e. 51-75;nee
67;210;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;6;0.00;0.00;CAT 3;0.00;0;0;0-3;e. 51-75;nee
67;2852;8;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;6;2;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
67;164;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;4;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;245;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;6;7;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;111;0;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;68026;9;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;ja
67;143;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;10;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;nee
67;199;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;nee;68026;9;0.00;0.00;nvt;0.00;0;0;0-3;e. 51-75;ja
67;199;1;106;Renovatie;0;0;Tijdelijke;Eigenaar;tot 400;ja;68026;5;0.00;0.00;CAT 4;0.00;0;0;0-3;e. 51-75;nee
67;5017;14;106;Verhuizing;0;0;Tijdelijke;Eigenaar;tot 400;ja;2;2;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
