gebouw_leeftijd_nmr;contractduur_dagen_atl;contractduur_jaren_atl;postcode3_cde;reden_vertrek_nam;CBSwijk_cde;CBSbuurt_cde;operationele_bestemming_cde;type_eigenaar_cde;huurklasse_cde;asbestrisico_cde;klant_contracten_vanaf_2010_atl;gebouw_mutaties_vanaf_2010_atl;overig_onderhoud_huidige_contract_periode_bdg;renobeter_huidige_contract_periode_bdg;preDV_cde;voorgaande_mutatiekosten_bdg;renobeter_klasse;voorgaande_mutatiekosten_klasse;contractduur_jaren_klasse;gebouw_leeftijd_klasse;DV_cde
9;1983;5;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;897;2;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;7;0.00;797.15;nvt;2405.09;500-1500;1000-2500;0-3;a. 0-10;ja
9;2206;6;382;wel vonnis, sleutel ingeleverd;WK030731;3073101;SH;Eigenaar;800+;nee;2;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1271;3;382;Verhuizing;WK030731;3073101;SH;Eigenaar;600-800;nee;2;4;338.65;691.77;nvt;781.63;500-1500;500-1000;0-3;a. 0-10;ja
9;644;2;382;Verhuizing;WK030731;3073101;SH;Eigenaar;800+;nee;2;6;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;1193;3;382;Verhuizing;WK030731;3073101;SH;Eigenaar;400-600;nee;2;6;354.91;1350.52;nvt;1570.02;1500-3000;1000-2500;0-3;a. 0-10;ja
9;1988;5;382;Verhuizing;WK030731;3073101;SH;Eigenaar;800+;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;3121;9;382;Verhuizing;WK030731;3073101;SH;Eigenaar;tot 400;nee;2;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1176;3;382;Verhuizing;WK030731;3073101;SH;Eigenaar;800+;nee;2;4;0.00;0.00;CAT 2;0.00;0;0;0-3;a. 0-10;nee
9;1967;5;382;Verhuizing;WK030731;3073101;SH;Eigenaar;800+;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1155;3;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;10;0.00;26.78;nvt;0.00;0-500;0;0-3;a. 0-10;nee
9;750;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;1;10;892.48;1323.74;nvt;2759.92;1500-3000;2500+;0-3;a. 0-10;ja
9;2508;7;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;tot 400;nee;4;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2162;6;382;Ontruiming huurachterstand;WK030731;3073101;VSH;Eigenaar;800+;nee;2;9;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;525;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;1;9;1872.12;1088.44;nvt;1375.00;1500-3000;1000-2500;0-3;a. 0-10;ja
9;1706;5;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;7;2306.96;1763.93;nvt;1412.53;3000+;1000-2500;4-10;a. 0-10;ja
9;726;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;8;3977.00;5.39;nvt;844.46;3000+;500-1000;0-3;a. 0-10;ja
9;2332;6;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;3;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;421;1;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;6;385.29;1238.63;CAT 2;1402.05;1500-3000;1000-2500;0-3;a. 0-10;ja
9;2532;7;382;Opzegging i.v.m. overlijden;WK030731;3073101;MSH;Eigenaar;tot 400;nee;3;7;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2409;7;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;tot 400;nee;2;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1155;3;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;6;795.69;1482.44;nvt;2037.18;1500-3000;1000-2500;0-3;a. 0-10;nee
10;2249;6;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;371;1;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;8;7;0.00;0.00;nvt;1476.21;0;1000-2500;0-3;a. 0-10;nee
10;1294;3;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;8;1022.66;47.97;nvt;0.00;500-1500;0;0-3;a. 0-10;nee
10;1306;3;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;7;288.42;1490.78;nvt;4000.84;1500-3000;2500+;0-3;a. 0-10;ja
10;1156;3;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;8;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
10;987;3;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;12;48.39;832.73;nvt;1364.28;500-1500;1000-2500;0-3;a. 0-10;ja
10;870;2;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;10;122.06;0.00;nvt;0.00;0-500;0;0-3;a. 0-10;nee
10;1086;3;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;10;4746.98;1620.52;nvt;2289.35;3000+;1000-2500;0-3;a. 0-10;ja
10;1313;4;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;10;2373.71;1482.44;CAT 2;6341.83;3000+;2500+;4-10;a. 0-10;ja
10;1538;4;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1193;3;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;7;1203.68;1133.14;nvt;380.93;1500-3000;0-500;0-3;a. 0-10;ja
10;1344;4;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;7;148.65;896.50;nvt;0.00;500-1500;0;4-10;a. 0-10;ja
10;1663;5;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;8;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;631;2;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;8;0.00;493.51;nvt;1825.79;0-500;1000-2500;0-3;a. 0-10;ja
10;441;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;3;10;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
10;758;2;382;Verhuizing;WK030731;3073101;SH;Eigenaar;800+;nee;2;6;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
10;955;2;382;Verhuizing;WK030731;3073101;SH;Eigenaar;400-600;nee;2;5;39.03;896.50;nvt;617.10;500-1500;500-1000;0-3;a. 0-10;nee
10;1749;4;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;10;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;795;2;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;10;103.32;1482.44;nvt;2818.20;1500-3000;2500+;0-3;a. 0-10;nee
10;2688;8;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;tot 400;nee;2;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;539;1;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;1;6;1328.66;959.33;nvt;1226.18;1500-3000;1000-2500;0-3;a. 0-10;ja
10;2132;6;382;Verhuizing;WK030731;3073101;SH;Eigenaar;800+;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1771;4;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;600-800;nee;2;10;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1836;5;382;Opzegging i.v.m. overlijden;WK030731;3073101;SH;Eigenaar;800+;nee;2;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2611;7;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2980;8;382;Verhuizing;WK030731;3073101;SH;Eigenaar;tot 400;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2830;8;382;Opzegging i.v.m. overlijden;WK030731;3073101;SH;Eigenaar;tot 400;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1074;3;382;Verhuizing;WK030731;3073101;SH;Eigenaar;800+;nee;2;6;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
10;3157;9;382;Verhuizing;WK030731;3073101;SH;Eigenaar;tot 400;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2311;7;382;Verhuizing;WK030731;3073101;SH;Eigenaar;800+;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1043;3;382;Verhuizing;WK030731;3073101;SH;Eigenaar;600-800;nee;2;8;89.20;407.51;nvt;580.02;0-500;500-1000;0-3;a. 0-10;ja
10;1003;3;382;Woningruil;WK030731;3073101;SH;Eigenaar;600-800;nee;3;5;1548.32;447.37;nvt;1411.78;1500-3000;1000-2500;0-3;a. 0-10;ja
10;2772;8;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;tot 400;nee;3;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;3424;10;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;tot 400;nee;3;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1624;4;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;600-800;nee;2;7;411.73;887.65;nvt;0.00;500-1500;0;4-10;a. 0-10;ja
10;2877;8;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;tot 400;nee;2;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2123;6;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;8;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;365;1;382;Verhuizing;WK030731;3073101;MSH;Eigenaar;800+;nee;2;8;441.58;407.51;nvt;6210.45;500-1500;2500+;0-3;a. 0-10;ja
14;4015;11;382;Verhuizing;WK030728;3072802;SH;Eigenaar;tot 400;nee;1;3;5200.98;1510.67;nvt;0.00;3000+;0;11-20;b. 11-25;ja
14;1258;3;382;Verhuizing;WK030728;3072802;SH;Eigenaar;600-800;nee;1;3;45.00;143.80;nvt;0.00;0-500;0;0-3;b. 11-25;ja
14;1211;4;382;Verhuizing;WK030728;3072802;SH;Eigenaar;600-800;nee;1;4;849.40;810.47;nvt;2042.07;1500-3000;1000-2500;4-10;b. 11-25;ja
14;3452;9;382;Verhuizing;WK030728;3072802;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
14;3818;10;382;Verhuizing;WK030728;3072802;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
14;3823;10;382;Verhuizing;WK030728;3072802;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
14;1541;4;382;Woningruil;WK030728;3072802;SH;Eigenaar;600-800;nee;1;3;1663.27;1510.67;nvt;1839.72;3000+;1000-2500;4-10;b. 11-25;ja
14;4101;11;382;Verhuizing;WK030728;3072802;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;11-20;b. 11-25;ja
11;2368;6;382;Verhuizing;WK030730;3073000;VSH;Eigenaar;tot 400;nee;3;4;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;1355;3;382;Verhuizing;WK030730;3073000;VSH;Eigenaar;800+;nee;2;7;0.00;158.47;nvt;149.60;0-500;0-500;0-3;b. 11-25;nee
11;2804;8;382;Verhuizing;WK030726;3072601;Koop;Eigenaar;tot 400;nee;1;7;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;1957;5;382;Verhuizing;WK030728;3072802;Koop: verh;Eigenaar;800+;nee;1;5;259.97;0.00;nvt;0.00;0-500;0;4-10;b. 11-25;nee
11;2686;7;382;Verhuizing;WK030728;3072802;Koop: verh;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;2209;6;382;Verhuizing;WK030728;3072802;Koop: verh;Eigenaar;800+;nee;1;5;1303.94;468.72;nvt;0.00;1500-3000;0;4-10;b. 11-25;ja
11;423;1;382;Woningruil;WK030728;3072802;Koop: verh;Eigenaar;600-800;nee;1;9;1525.73;0.00;CAT 2;804.33;1500-3000;500-1000;0-3;b. 11-25;ja
11;1460;4;382;Woningruil;WK030728;3072802;Koop: verh;Eigenaar;600-800;nee;2;9;1368.86;877.06;nvt;662.17;1500-3000;500-1000;4-10;b. 11-25;ja
11;2120;6;382;Verhuizing;WK030728;3072802;Koop: verh;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;2415;7;382;Verhuizing;WK030728;3072802;Koop: verh;Eigenaar;tot 400;nee;1;2;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;2815;8;382;Verhuizing;WK030728;3072802;KOOPVERVSH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;2016;6;382;Verhuizing;WK030728;3072802;Koop: verh;Eigenaar;tot 400;nee;1;4;779.30;0.00;nvt;0.00;500-1500;0;4-10;b. 11-25;ja
11;1589;4;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;6;10;1561.66;0.00;nvt;0.00;1500-3000;0;4-10;b. 11-25;ja
11;458;1;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;2;10;616.24;-2.01;nvt;0.00;500-1500;0;0-3;b. 11-25;ja
11;3270;9;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;tot 400;nee;2;7;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;1065;3;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;2;9;3151.18;0.00;nvt;0.00;3000+;0;0-3;b. 11-25;ja
10;2193;6;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;2;15;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;432;1;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;2;15;13219.25;-2.01;nvt;1981.16;3000+;1000-2500;0-3;a. 0-10;nee
10;402;1;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;6;15;885.40;0.00;nvt;1321.50;500-1500;1000-2500;0-3;a. 0-10;nee
10;886;2;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;2;11;1121.94;-2.01;nvt;2481.97;500-1500;1000-2500;0-3;a. 0-10;nee
10;3310;9;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;tot 400;nee;2;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;504;1;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;2;11;592.90;0.00;nvt;2789.35;500-1500;2500+;0-3;a. 0-10;ja
10;2574;7;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;2;12;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;365;1;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;1;12;2528.57;-2.01;nvt;0.00;1500-3000;0;0-3;a. 0-10;ja
10;365;1;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;1;12;0.00;54.52;nvt;313.68;0-500;0-500;0-3;a. 0-10;nee
11;403;1;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;2;12;3371.07;0.00;nvt;2443.95;3000+;1000-2500;0-3;b. 11-25;ja
11;497;1;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;2;12;1111.02;-2.01;nvt;0.00;500-1500;0;0-3;b. 11-25;ja
11;2285;6;382;Verkoop zittende huurder;WK030726;3072601;VSH;Eigenaar;800+;nee;2;11;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;367;1;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;2;11;466.84;-2.01;nvt;5632.55;0-500;2500+;0-3;b. 11-25;ja
11;670;1;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;1;11;2490.13;0.00;nvt;728.61;1500-3000;500-1000;0-3;b. 11-25;ja
11;2365;6;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;3;5;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;1142;3;382;Verhuizing;WK030726;3072601;VSH;Eigenaar;800+;nee;2;6;1451.69;0.00;nvt;0.00;500-1500;0;0-3;b. 11-25;ja
14;2101;6;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;5;645.54;1804.96;nvt;0.00;1500-3000;0;4-10;b. 11-25;nee
14;2926;8;381;Verhuizing;WK030701;3070106;SH;Eigenaar;tot 400;nee;1;3;20.84;0.00;nvt;0.00;0-500;0;4-10;b. 11-25;nee
14;1463;4;381;Verhuizing;WK030701;3070106;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
14;724;2;381;Verhuizing;WK030701;3070106;SH;Eigenaar;600-800;nee;1;5;0.00;0.00;nvt;617.10;0;500-1000;0-3;b. 11-25;ja
14;1099;3;381;Verhuizing;WK030701;3070106;SH;Eigenaar;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;nee
14;750;2;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;6;623.95;0.00;nvt;1671.70;500-1500;1000-2500;0-3;b. 11-25;ja
14;2055;5;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;5;8.75;78.79;nvt;0.00;0-500;0;4-10;b. 11-25;nee
14;1007;3;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;5;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;ja
14;3486;10;381;Verhuizing;WK030701;3070106;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
14;1165;3;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;8;3.85;0.00;nvt;0.00;0-500;0;0-3;b. 11-25;ja
14;2498;7;381;Verhuizing;WK030701;3070106;SH;Eigenaar;tot 400;nee;2;5;571.96;40.31;nvt;0.00;500-1500;0;4-10;b. 11-25;ja
14;667;2;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;4;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;ja
14;2940;8;381;Verhuizing;WK030701;3070106;SH;Eigenaar;tot 400;nee;1;5;763.35;235.72;nvt;0.00;500-1500;0;4-10;b. 11-25;ja
14;843;2;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;6;20.41;0.00;nvt;675.99;0-500;500-1000;0-3;b. 11-25;ja
14;1752;5;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;7;165.90;1804.96;nvt;0.00;1500-3000;0;4-10;b. 11-25;ja
13;1097;3;381;Verhuizing;WK030701;3070106;SH;Eigenaar;400-600;nee;1;6;913.55;0.00;nvt;0.00;500-1500;0;0-3;b. 11-25;ja
10;3401;9;381;Verhuizing;WK030701;3070106;SH;Eigenaar;tot 400;nee;2;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
12;2753;7;381;Opzegging i.v.m. overlijden;WK030701;3070104;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
12;410;2;381;Opzegging i.v.m. overlijden;WK030701;3070104;SH;Eigenaar;400-600;nee;4;3;0.00;0.00;nvt;1545.62;0;1000-2500;0-3;b. 11-25;ja
12;2641;7;381;Opzegging i.v.m. overlijden;WK030701;3070104;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
6;670;2;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;4;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
6;787;2;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;4;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
6;769;2;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;6;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
6;367;1;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;6;0.00;5.75;CAT 2;0.00;0-500;0;0-3;a. 0-10;ja
6;595;2;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;10;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
6;441;1;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;10;18.15;2.87;nvt;688.38;0-500;500-1000;0-3;a. 0-10;ja
6;608;2;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;1;10;1468.60;0.57;nvt;0.00;500-1500;0;0-3;a. 0-10;ja
6;618;2;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;6;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
6;845;2;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;6;803.34;3.44;nvt;617.10;500-1500;500-1000;0-3;a. 0-10;ja
6;633;2;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;13;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
6;385;1;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;13;0.00;2.87;nvt;0.00;0-500;0;0-3;a. 0-10;ja
6;625;2;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;1;13;295.20;0.57;nvt;645.99;0-500;500-1000;0-3;a. 0-10;ja
6;936;3;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
6;854;2;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
6;1218;3;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
6;1064;3;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
6;630;2;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;10;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
6;365;1;382;Verhuizing;WK030730;3073001;VSH;Eigenaar;800+;;2;10;126.65;5.75;nvt;1199.17;0-500;1000-2500;0-3;a. 0-10;ja
11;1994;6;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;7;21485.19;31.93;nvt;0.00;3000+;0;4-10;b. 11-25;nee
11;458;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;4;10;1476.20;0.00;CAT 2;856.26;500-1500;500-1000;0-3;b. 11-25;ja
11;540;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;10;52.47;1845.48;nvt;0.00;1500-3000;0;0-3;b. 11-25;ja
11;845;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;8;0.00;0.00;CAT 2;0.00;0;0;0-3;b. 11-25;ja
11;486;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;8;0.00;0.00;CAT 2;231.78;0;0-500;0-3;b. 11-25;ja
11;1798;5;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;600-800;nee;2;5;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;655;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;10;1551.78;0.00;nvt;0.00;1500-3000;0;0-3;b. 11-25;ja
11;398;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;12;4680.86;0.00;nvt;617.10;3000+;500-1000;0-3;b. 11-25;ja
11;2652;7;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;4;4;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;822;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;8;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;nee
11;1201;4;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;600-800;nee;2;10;898.52;74.10;nvt;0.00;500-1500;0;4-10;b. 11-25;ja
11;934;3;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;12;649.45;4.38;nvt;106.06;500-1500;0-500;0-3;b. 11-25;ja
11;847;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;1;12;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;ja
11;3220;8;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;4;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;1004;3;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;14;887.44;0.00;nvt;0.00;500-1500;0;0-3;b. 11-25;ja
11;878;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;14;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;ja
11;656;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;10;617.10;0.00;nvt;0.00;500-1500;0;0-3;b. 11-25;ja
11;1720;5;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;7;240.90;0.00;nvt;0.00;0-500;0;4-10;b. 11-25;nee
11;1561;5;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;9;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;nee
11;365;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;3;9;1344.56;0.00;nvt;1476.20;500-1500;1000-2500;0-3;b. 11-25;ja
11;1131;3;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;11;36.73;1864.90;nvt;1041.75;1500-3000;1000-2500;0-3;b. 11-25;ja
11;1844;5;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;600-800;nee;2;8;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;366;1;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;10;2023.46;0.00;nvt;90.75;1500-3000;0-500;0-3;b. 11-25;ja
11;1081;3;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;9;1491.59;1864.90;nvt;910.40;3000+;500-1000;0-3;b. 11-25;ja
11;839;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;5;900.24;47.23;nvt;0.00;500-1500;0;0-3;b. 11-25;nee
11;627;2;382;Verhuizing;WK030731;3073101;VSH;Eigenaar;800+;nee;2;10;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;nee
